xml_filename,image_filename,class_name,xmin,ymin,xmax,ymax,width,height,area,aspect_ratio
crazing_11.xml,crazing_11.jpg,crazing,20.0,68.0,112.0,111.0,92.0,43.0,3956.0,2.13953488372093
crazing_11.xml,crazing_11.jpg,crazing,85.0,12.0,193.0,70.0,108.0,58.0,6264.0,1.8620689655172413
crazing_11.xml,crazing_11.jpg,crazing,62.0,134.0,142.0,184.0,80.0,50.0,4000.0,1.6
crazing_110.xml,crazing_110.jpg,crazing,105.0,18.0,193.0,75.0,88.0,57.0,5016.0,1.543859649122807
crazing_110.xml,crazing_110.jpg,crazing,1.0,16.0,89.0,79.0,88.0,63.0,5544.0,1.3968253968253967
crazing_111.xml,crazing_111.jpg,crazing,37.0,28.0,167.0,109.0,130.0,81.0,10530.0,1.6049382716049383
crazing_111.xml,crazing_111.jpg,crazing,119.0,12.0,199.0,126.0,80.0,114.0,9120.0,0.7017543859649122
crazing_112.xml,crazing_112.jpg,crazing,14.0,44.0,123.0,106.0,109.0,62.0,6758.0,1.7580645161290323
crazing_112.xml,crazing_112.jpg,crazing,3.0,119.0,138.0,182.0,135.0,63.0,8505.0,2.142857142857143
crazing_112.xml,crazing_112.jpg,patches,124.0,34.0,165.0,112.0,41.0,78.0,3198.0,0.5256410256410257
crazing_113.xml,crazing_113.jpg,crazing,23.0,134.0,123.0,186.0,100.0,52.0,5200.0,1.9230769230769231
crazing_113.xml,crazing_113.jpg,crazing,1.0,48.0,162.0,116.0,161.0,68.0,10948.0,2.3676470588235294
crazing_114.xml,crazing_114.jpg,crazing,41.0,139.0,169.0,188.0,128.0,49.0,6272.0,2.6122448979591835
crazing_114.xml,crazing_114.jpg,crazing,5.0,52.0,46.0,198.0,41.0,146.0,5986.0,0.2808219178082192
crazing_114.xml,crazing_114.jpg,crazing,2.0,16.0,94.0,91.0,92.0,75.0,6900.0,1.2266666666666666
crazing_115.xml,crazing_115.jpg,crazing,9.0,25.0,187.0,74.0,178.0,49.0,8722.0,3.63265306122449
crazing_115.xml,crazing_115.jpg,crazing,24.0,79.0,109.0,135.0,85.0,56.0,4760.0,1.5178571428571428
crazing_115.xml,crazing_115.jpg,crazing,97.0,45.0,192.0,141.0,95.0,96.0,9120.0,0.9895833333333334
crazing_116.xml,crazing_116.jpg,crazing,121.0,13.0,174.0,69.0,53.0,56.0,2968.0,0.9464285714285714
crazing_116.xml,crazing_116.jpg,crazing,19.0,113.0,134.0,186.0,115.0,73.0,8395.0,1.5753424657534247
crazing_117.xml,crazing_117.jpg,crazing,12.0,39.0,154.0,144.0,142.0,105.0,14910.0,1.3523809523809525
crazing_117.xml,crazing_117.jpg,crazing,66.0,138.0,169.0,189.0,103.0,51.0,5253.0,2.019607843137255
crazing_118.xml,crazing_118.jpg,crazing,7.0,144.0,79.0,188.0,72.0,44.0,3168.0,1.6363636363636365
crazing_118.xml,crazing_118.jpg,crazing,1.0,65.0,75.0,138.0,74.0,73.0,5402.0,1.0136986301369864
crazing_118.xml,crazing_118.jpg,crazing,44.0,120.0,178.0,173.0,134.0,53.0,7102.0,2.5283018867924527
crazing_118.xml,crazing_118.jpg,crazing,58.0,82.0,195.0,133.0,137.0,51.0,6987.0,2.6862745098039214
crazing_119.xml,crazing_119.jpg,crazing,72.0,63.0,193.0,147.0,121.0,84.0,10164.0,1.4404761904761905
crazing_119.xml,crazing_119.jpg,crazing,1.0,112.0,136.0,157.0,135.0,45.0,6075.0,3.0
crazing_119.xml,crazing_119.jpg,crazing,64.0,14.0,171.0,58.0,107.0,44.0,4708.0,2.4318181818181817
crazing_119.xml,crazing_119.jpg,crazing,5.0,18.0,137.0,98.0,132.0,80.0,10560.0,1.65
crazing_12.xml,crazing_12.jpg,crazing,1.0,1.0,141.0,50.0,140.0,49.0,6860.0,2.857142857142857
crazing_12.xml,crazing_12.jpg,crazing,1.0,107.0,119.0,162.0,118.0,55.0,6490.0,2.1454545454545455
crazing_120.xml,crazing_120.jpg,crazing,83.0,6.0,178.0,57.0,95.0,51.0,4845.0,1.8627450980392157
crazing_120.xml,crazing_120.jpg,crazing,106.0,68.0,200.0,108.0,94.0,40.0,3760.0,2.35
crazing_120.xml,crazing_120.jpg,crazing,1.0,81.0,117.0,146.0,116.0,65.0,7540.0,1.7846153846153847
crazing_120.xml,crazing_120.jpg,crazing,1.0,81.0,117.0,146.0,116.0,65.0,7540.0,1.7846153846153847
crazing_120.xml,crazing_120.jpg,crazing,91.0,110.0,199.0,152.0,108.0,42.0,4536.0,2.5714285714285716
crazing_121.xml,crazing_121.jpg,crazing,72.0,114.0,173.0,171.0,101.0,57.0,5757.0,1.7719298245614035
crazing_121.xml,crazing_121.jpg,crazing,23.0,21.0,156.0,72.0,133.0,51.0,6783.0,2.607843137254902
crazing_122.xml,crazing_122.jpg,crazing,82.0,136.0,195.0,166.0,113.0,30.0,3390.0,3.7666666666666666
crazing_122.xml,crazing_122.jpg,crazing,44.0,73.0,109.0,133.0,65.0,60.0,3900.0,1.0833333333333333
crazing_123.xml,crazing_123.jpg,crazing,78.0,121.0,194.0,167.0,116.0,46.0,5336.0,2.5217391304347827
crazing_124.xml,crazing_124.jpg,crazing,42.0,24.0,185.0,71.0,143.0,47.0,6721.0,3.0425531914893615
crazing_124.xml,crazing_124.jpg,crazing,1.0,12.0,39.0,160.0,38.0,148.0,5624.0,0.25675675675675674
crazing_125.xml,crazing_125.jpg,crazing,71.0,80.0,193.0,127.0,122.0,47.0,5734.0,2.595744680851064
crazing_125.xml,crazing_125.jpg,crazing,64.0,23.0,196.0,93.0,132.0,70.0,9240.0,1.8857142857142857
crazing_125.xml,crazing_125.jpg,crazing,114.0,66.0,200.0,177.0,86.0,111.0,9546.0,0.7747747747747747
crazing_126.xml,crazing_126.jpg,crazing,1.0,63.0,108.0,124.0,107.0,61.0,6527.0,1.7540983606557377
crazing_126.xml,crazing_126.jpg,crazing,90.0,23.0,198.0,74.0,108.0,51.0,5508.0,2.1176470588235294
crazing_127.xml,crazing_127.jpg,crazing,13.0,132.0,119.0,191.0,106.0,59.0,6254.0,1.7966101694915255
crazing_127.xml,crazing_127.jpg,crazing,58.0,24.0,145.0,115.0,87.0,91.0,7917.0,0.9560439560439561
crazing_128.xml,crazing_128.jpg,crazing,1.0,34.0,60.0,95.0,59.0,61.0,3599.0,0.9672131147540983
crazing_128.xml,crazing_128.jpg,crazing,89.0,79.0,156.0,137.0,67.0,58.0,3886.0,1.1551724137931034
crazing_128.xml,crazing_128.jpg,crazing,90.0,28.0,174.0,75.0,84.0,47.0,3948.0,1.7872340425531914
crazing_129.xml,crazing_129.jpg,crazing,1.0,76.0,94.0,123.0,93.0,47.0,4371.0,1.9787234042553192
crazing_129.xml,crazing_129.jpg,crazing,98.0,58.0,169.0,134.0,71.0,76.0,5396.0,0.9342105263157895
crazing_13.xml,crazing_13.jpg,crazing,71.0,21.0,140.0,114.0,69.0,93.0,6417.0,0.7419354838709677
crazing_13.xml,crazing_13.jpg,crazing,1.0,126.0,89.0,176.0,88.0,50.0,4400.0,1.76
crazing_13.xml,crazing_13.jpg,crazing,124.0,117.0,199.0,173.0,75.0,56.0,4200.0,1.3392857142857142
crazing_130.xml,crazing_130.jpg,crazing,2.0,134.0,155.0,179.0,153.0,45.0,6885.0,3.4
crazing_130.xml,crazing_130.jpg,crazing,2.0,6.0,84.0,99.0,82.0,93.0,7626.0,0.8817204301075269
crazing_130.xml,crazing_130.jpg,crazing,77.0,104.0,199.0,158.0,122.0,54.0,6588.0,2.259259259259259
crazing_131.xml,crazing_131.jpg,crazing,1.0,21.0,153.0,76.0,152.0,55.0,8360.0,2.7636363636363637
crazing_131.xml,crazing_131.jpg,crazing,18.0,130.0,122.0,186.0,104.0,56.0,5824.0,1.8571428571428572
crazing_131.xml,crazing_131.jpg,crazing,131.0,17.0,194.0,106.0,63.0,89.0,5607.0,0.7078651685393258
crazing_132.xml,crazing_132.jpg,crazing,45.0,29.0,148.0,83.0,103.0,54.0,5562.0,1.9074074074074074
crazing_132.xml,crazing_132.jpg,crazing,37.0,89.0,152.0,149.0,115.0,60.0,6900.0,1.9166666666666667
crazing_133.xml,crazing_133.jpg,crazing,57.0,137.0,162.0,194.0,105.0,57.0,5985.0,1.8421052631578947
crazing_133.xml,crazing_133.jpg,crazing,47.0,94.0,169.0,161.0,122.0,67.0,8174.0,1.8208955223880596
crazing_134.xml,crazing_134.jpg,crazing,33.0,26.0,133.0,80.0,100.0,54.0,5400.0,1.8518518518518519
crazing_134.xml,crazing_134.jpg,crazing,40.0,89.0,141.0,148.0,101.0,59.0,5959.0,1.7118644067796611
crazing_135.xml,crazing_135.jpg,crazing,13.0,23.0,158.0,106.0,145.0,83.0,12035.0,1.7469879518072289
crazing_135.xml,crazing_135.jpg,crazing,50.0,117.0,178.0,191.0,128.0,74.0,9472.0,1.7297297297297298
crazing_136.xml,crazing_136.jpg,crazing,1.0,88.0,88.0,144.0,87.0,56.0,4872.0,1.5535714285714286
crazing_136.xml,crazing_136.jpg,crazing,126.0,111.0,191.0,184.0,65.0,73.0,4745.0,0.8904109589041096
crazing_137.xml,crazing_137.jpg,crazing,32.0,78.0,164.0,136.0,132.0,58.0,7656.0,2.2758620689655173
crazing_137.xml,crazing_137.jpg,crazing,38.0,140.0,95.0,192.0,57.0,52.0,2964.0,1.0961538461538463
crazing_137.xml,crazing_137.jpg,crazing,38.0,10.0,88.0,67.0,50.0,57.0,2850.0,0.8771929824561403
crazing_138.xml,crazing_138.jpg,crazing,26.0,63.0,141.0,142.0,115.0,79.0,9085.0,1.4556962025316456
crazing_138.xml,crazing_138.jpg,crazing,56.0,19.0,115.0,66.0,59.0,47.0,2773.0,1.2553191489361701
crazing_139.xml,crazing_139.jpg,crazing,1.0,5.0,99.0,70.0,98.0,65.0,6370.0,1.5076923076923077
crazing_139.xml,crazing_139.jpg,crazing,7.0,83.0,97.0,136.0,90.0,53.0,4770.0,1.6981132075471699
crazing_14.xml,crazing_14.jpg,crazing,22.0,116.0,108.0,170.0,86.0,54.0,4644.0,1.5925925925925926
crazing_140.xml,crazing_140.jpg,crazing,27.0,115.0,145.0,185.0,118.0,70.0,8260.0,1.6857142857142857
crazing_140.xml,crazing_140.jpg,crazing,146.0,3.0,194.0,164.0,48.0,161.0,7728.0,0.2981366459627329
crazing_141.xml,crazing_141.jpg,crazing,4.0,34.0,58.0,134.0,54.0,100.0,5400.0,0.54
crazing_141.xml,crazing_141.jpg,crazing,73.0,117.0,198.0,157.0,125.0,40.0,5000.0,3.125
crazing_142.xml,crazing_142.jpg,crazing,2.0,143.0,100.0,178.0,98.0,35.0,3430.0,2.8
crazing_142.xml,crazing_142.jpg,crazing,121.0,109.0,185.0,164.0,64.0,55.0,3520.0,1.1636363636363636
crazing_142.xml,crazing_142.jpg,crazing,2.0,83.0,84.0,135.0,82.0,52.0,4264.0,1.5769230769230769
crazing_143.xml,crazing_143.jpg,crazing,12.0,104.0,95.0,186.0,83.0,82.0,6806.0,1.0121951219512195
crazing_143.xml,crazing_143.jpg,crazing,9.0,31.0,137.0,100.0,128.0,69.0,8832.0,1.855072463768116
crazing_144.xml,crazing_144.jpg,crazing,42.0,24.0,189.0,71.0,147.0,47.0,6909.0,3.127659574468085
crazing_144.xml,crazing_144.jpg,crazing,50.0,91.0,127.0,157.0,77.0,66.0,5082.0,1.1666666666666667
crazing_145.xml,crazing_145.jpg,crazing,20.0,9.0,95.0,83.0,75.0,74.0,5550.0,1.0135135135135136
crazing_145.xml,crazing_145.jpg,crazing,27.0,91.0,164.0,176.0,137.0,85.0,11645.0,1.611764705882353
crazing_146.xml,crazing_146.jpg,crazing,43.0,109.0,95.0,193.0,52.0,84.0,4368.0,0.6190476190476191
crazing_147.xml,crazing_147.jpg,crazing,90.0,117.0,164.0,159.0,74.0,42.0,3108.0,1.7619047619047619
crazing_147.xml,crazing_147.jpg,crazing,3.0,42.0,72.0,93.0,69.0,51.0,3519.0,1.3529411764705883
crazing_148.xml,crazing_148.jpg,crazing,4.0,39.0,85.0,97.0,81.0,58.0,4698.0,1.396551724137931
crazing_149.xml,crazing_149.jpg,crazing,33.0,5.0,149.0,69.0,116.0,64.0,7424.0,1.8125
crazing_149.xml,crazing_149.jpg,crazing,26.0,108.0,154.0,179.0,128.0,71.0,9088.0,1.8028169014084507
crazing_15.xml,crazing_15.jpg,crazing,27.0,46.0,149.0,101.0,122.0,55.0,6710.0,2.2181818181818183
crazing_15.xml,crazing_15.jpg,crazing,27.0,16.0,167.0,65.0,140.0,49.0,6860.0,2.857142857142857
crazing_150.xml,crazing_150.jpg,crazing,52.0,148.0,186.0,196.0,134.0,48.0,6432.0,2.7916666666666665
crazing_152.xml,crazing_152.jpg,crazing,48.0,98.0,146.0,135.0,98.0,37.0,3626.0,2.6486486486486487
crazing_152.xml,crazing_152.jpg,crazing,2.0,137.0,135.0,191.0,133.0,54.0,7182.0,2.462962962962963
crazing_152.xml,crazing_152.jpg,patches,156.0,136.0,191.0,168.0,35.0,32.0,1120.0,1.09375
crazing_154.xml,crazing_154.jpg,crazing,1.0,24.0,90.0,99.0,89.0,75.0,6675.0,1.1866666666666668
crazing_154.xml,crazing_154.jpg,crazing,97.0,45.0,172.0,117.0,75.0,72.0,5400.0,1.0416666666666667
crazing_154.xml,crazing_154.jpg,crazing,98.0,128.0,182.0,173.0,84.0,45.0,3780.0,1.8666666666666667
crazing_155.xml,crazing_155.jpg,crazing,15.0,9.0,107.0,82.0,92.0,73.0,6716.0,1.2602739726027397
crazing_155.xml,crazing_155.jpg,crazing,111.0,55.0,191.0,168.0,80.0,113.0,9040.0,0.7079646017699115
crazing_155.xml,crazing_155.jpg,crazing,2.0,91.0,108.0,149.0,106.0,58.0,6148.0,1.8275862068965518
crazing_156.xml,crazing_156.jpg,crazing,1.0,25.0,92.0,94.0,91.0,69.0,6279.0,1.318840579710145
crazing_156.xml,crazing_156.jpg,crazing,103.0,24.0,193.0,113.0,90.0,89.0,8010.0,1.0112359550561798
crazing_156.xml,crazing_156.jpg,crazing,43.0,98.0,132.0,156.0,89.0,58.0,5162.0,1.5344827586206897
crazing_157.xml,crazing_157.jpg,crazing,64.0,3.0,161.0,80.0,97.0,77.0,7469.0,1.2597402597402598
crazing_157.xml,crazing_157.jpg,crazing,48.0,87.0,166.0,157.0,118.0,70.0,8260.0,1.6857142857142857
crazing_158.xml,crazing_158.jpg,crazing,51.0,57.0,125.0,135.0,74.0,78.0,5772.0,0.9487179487179487
crazing_159.xml,crazing_159.jpg,crazing,35.0,4.0,124.0,63.0,89.0,59.0,5251.0,1.5084745762711864
crazing_159.xml,crazing_159.jpg,crazing,35.0,118.0,197.0,183.0,162.0,65.0,10530.0,2.4923076923076923
crazing_16.xml,crazing_16.jpg,crazing,105.0,124.0,178.0,175.0,73.0,51.0,3723.0,1.4313725490196079
crazing_16.xml,crazing_16.jpg,crazing,11.0,102.0,75.0,157.0,64.0,55.0,3520.0,1.1636363636363636
crazing_160.xml,crazing_160.jpg,crazing,18.0,20.0,154.0,77.0,136.0,57.0,7752.0,2.3859649122807016
crazing_160.xml,crazing_160.jpg,crazing,13.0,108.0,136.0,190.0,123.0,82.0,10086.0,1.5
crazing_161.xml,crazing_161.jpg,crazing,77.0,9.0,152.0,138.0,75.0,129.0,9675.0,0.5813953488372093
crazing_162.xml,crazing_162.jpg,crazing,58.0,12.0,130.0,149.0,72.0,137.0,9864.0,0.5255474452554745
crazing_163.xml,crazing_163.jpg,crazing,1.0,86.0,69.0,185.0,68.0,99.0,6732.0,0.6868686868686869
crazing_163.xml,crazing_163.jpg,crazing,86.0,135.0,191.0,198.0,105.0,63.0,6615.0,1.6666666666666667
crazing_163.xml,crazing_163.jpg,crazing,72.0,28.0,189.0,87.0,117.0,59.0,6903.0,1.9830508474576272
crazing_164.xml,crazing_164.jpg,crazing,12.0,61.0,91.0,176.0,79.0,115.0,9085.0,0.6869565217391305
crazing_165.xml,crazing_165.jpg,crazing,50.0,105.0,138.0,170.0,88.0,65.0,5720.0,1.353846153846154
crazing_165.xml,crazing_165.jpg,crazing,51.0,1.0,127.0,65.0,76.0,64.0,4864.0,1.1875
crazing_167.xml,crazing_167.jpg,crazing,90.0,10.0,179.0,101.0,89.0,91.0,8099.0,0.978021978021978
crazing_167.xml,crazing_167.jpg,crazing,59.0,133.0,198.0,186.0,139.0,53.0,7367.0,2.6226415094339623
crazing_168.xml,crazing_168.jpg,crazing,1.0,47.0,136.0,101.0,135.0,54.0,7290.0,2.5
crazing_168.xml,crazing_168.jpg,crazing,1.0,106.0,129.0,188.0,128.0,82.0,10496.0,1.5609756097560976
crazing_169.xml,crazing_169.jpg,crazing,4.0,47.0,147.0,112.0,143.0,65.0,9295.0,2.2
crazing_169.xml,crazing_169.jpg,crazing,27.0,117.0,180.0,152.0,153.0,35.0,5355.0,4.371428571428571
crazing_169.xml,crazing_169.jpg,crazing,19.0,10.0,139.0,62.0,120.0,52.0,6240.0,2.3076923076923075
crazing_17.xml,crazing_17.jpg,crazing,111.0,66.0,188.0,174.0,77.0,108.0,8316.0,0.7129629629629629
crazing_17.xml,crazing_17.jpg,crazing,124.0,6.0,195.0,102.0,71.0,96.0,6816.0,0.7395833333333334
crazing_170.xml,crazing_170.jpg,crazing,48.0,11.0,135.0,77.0,87.0,66.0,5742.0,1.3181818181818181
crazing_170.xml,crazing_170.jpg,crazing,23.0,133.0,104.0,180.0,81.0,47.0,3807.0,1.7234042553191489
crazing_171.xml,crazing_171.jpg,crazing,96.0,9.0,192.0,89.0,96.0,80.0,7680.0,1.2
crazing_172.xml,crazing_172.jpg,crazing,4.0,15.0,163.0,87.0,159.0,72.0,11448.0,2.2083333333333335
crazing_172.xml,crazing_172.jpg,crazing,61.0,97.0,180.0,176.0,119.0,79.0,9401.0,1.5063291139240507
crazing_173.xml,crazing_173.jpg,crazing,62.0,97.0,175.0,153.0,113.0,56.0,6328.0,2.017857142857143
crazing_173.xml,crazing_173.jpg,crazing,62.0,165.0,198.0,198.0,136.0,33.0,4488.0,4.121212121212121
crazing_173.xml,crazing_173.jpg,crazing,32.0,27.0,151.0,76.0,119.0,49.0,5831.0,2.4285714285714284
crazing_174.xml,crazing_174.jpg,crazing,1.0,82.0,116.0,129.0,115.0,47.0,5405.0,2.4468085106382977
crazing_174.xml,crazing_174.jpg,crazing,1.0,134.0,174.0,181.0,173.0,47.0,8131.0,3.6808510638297873
crazing_175.xml,crazing_175.jpg,crazing,1.0,141.0,94.0,194.0,93.0,53.0,4929.0,1.7547169811320755
crazing_175.xml,crazing_175.jpg,crazing,74.0,92.0,151.0,143.0,77.0,51.0,3927.0,1.5098039215686274
crazing_176.xml,crazing_176.jpg,crazing,20.0,50.0,194.0,102.0,174.0,52.0,9048.0,3.3461538461538463
crazing_176.xml,crazing_176.jpg,crazing,106.0,109.0,195.0,188.0,89.0,79.0,7031.0,1.1265822784810127
crazing_177.xml,crazing_177.jpg,crazing,8.0,140.0,149.0,199.0,141.0,59.0,8319.0,2.389830508474576
crazing_177.xml,crazing_177.jpg,crazing,101.0,42.0,183.0,110.0,82.0,68.0,5576.0,1.2058823529411764
crazing_177.xml,crazing_177.jpg,crazing,6.0,99.0,123.0,161.0,117.0,62.0,7254.0,1.8870967741935485
crazing_178.xml,crazing_178.jpg,crazing,3.0,117.0,145.0,184.0,142.0,67.0,9514.0,2.1194029850746268
crazing_178.xml,crazing_178.jpg,crazing,13.0,38.0,93.0,114.0,80.0,76.0,6080.0,1.0526315789473684
crazing_179.xml,crazing_179.jpg,crazing,1.0,7.0,110.0,79.0,109.0,72.0,7848.0,1.5138888888888888
crazing_179.xml,crazing_179.jpg,crazing,1.0,72.0,80.0,151.0,79.0,79.0,6241.0,1.0
crazing_18.xml,crazing_18.jpg,crazing,112.0,89.0,198.0,143.0,86.0,54.0,4644.0,1.5925925925925926
crazing_18.xml,crazing_18.jpg,crazing,10.0,100.0,85.0,188.0,75.0,88.0,6600.0,0.8522727272727273
crazing_180.xml,crazing_180.jpg,crazing,2.0,96.0,198.0,168.0,196.0,72.0,14112.0,2.7222222222222223
crazing_180.xml,crazing_180.jpg,crazing,15.0,51.0,136.0,115.0,121.0,64.0,7744.0,1.890625
crazing_180.xml,crazing_180.jpg,crazing,115.0,6.0,199.0,116.0,84.0,110.0,9240.0,0.7636363636363637
crazing_180.xml,crazing_180.jpg,crazing,27.0,148.0,178.0,200.0,151.0,52.0,7852.0,2.9038461538461537
crazing_181.xml,crazing_181.jpg,crazing,25.0,48.0,116.0,112.0,91.0,64.0,5824.0,1.421875
crazing_181.xml,crazing_181.jpg,crazing,27.0,124.0,103.0,199.0,76.0,75.0,5700.0,1.0133333333333334
crazing_182.xml,crazing_182.jpg,crazing,30.0,121.0,80.0,198.0,50.0,77.0,3850.0,0.6493506493506493
crazing_182.xml,crazing_182.jpg,crazing,142.0,135.0,183.0,194.0,41.0,59.0,2419.0,0.6949152542372882
crazing_182.xml,crazing_182.jpg,crazing,143.0,25.0,188.0,82.0,45.0,57.0,2565.0,0.7894736842105263
crazing_183.xml,crazing_183.jpg,crazing,47.0,107.0,190.0,183.0,143.0,76.0,10868.0,1.881578947368421
crazing_183.xml,crazing_183.jpg,crazing,109.0,66.0,200.0,146.0,91.0,80.0,7280.0,1.1375
crazing_183.xml,crazing_183.jpg,crazing,7.0,34.0,111.0,124.0,104.0,90.0,9360.0,1.1555555555555554
crazing_184.xml,crazing_184.jpg,crazing,2.0,64.0,101.0,127.0,99.0,63.0,6237.0,1.5714285714285714
crazing_184.xml,crazing_184.jpg,crazing,58.0,133.0,133.0,191.0,75.0,58.0,4350.0,1.293103448275862
crazing_184.xml,crazing_184.jpg,crazing,110.0,79.0,199.0,123.0,89.0,44.0,3916.0,2.022727272727273
crazing_185.xml,crazing_185.jpg,crazing,1.0,81.0,184.0,160.0,183.0,79.0,14457.0,2.3164556962025316
crazing_186.xml,crazing_186.jpg,crazing,54.0,91.0,178.0,169.0,124.0,78.0,9672.0,1.5897435897435896
crazing_186.xml,crazing_186.jpg,crazing,1.0,4.0,103.0,177.0,102.0,173.0,17646.0,0.5895953757225434
crazing_186.xml,crazing_186.jpg,crazing,41.0,15.0,184.0,94.0,143.0,79.0,11297.0,1.8101265822784811
crazing_187.xml,crazing_187.jpg,crazing,2.0,27.0,171.0,138.0,169.0,111.0,18759.0,1.5225225225225225
crazing_188.xml,crazing_188.jpg,crazing,96.0,75.0,198.0,157.0,102.0,82.0,8364.0,1.2439024390243902
crazing_188.xml,crazing_188.jpg,crazing,2.0,3.0,189.0,71.0,187.0,68.0,12716.0,2.75
crazing_188.xml,crazing_188.jpg,crazing,1.0,75.0,124.0,180.0,123.0,105.0,12915.0,1.1714285714285715
crazing_189.xml,crazing_189.jpg,crazing,4.0,94.0,177.0,152.0,173.0,58.0,10034.0,2.9827586206896552
crazing_189.xml,crazing_189.jpg,crazing,3.0,16.0,133.0,77.0,130.0,61.0,7930.0,2.1311475409836067
crazing_19.xml,crazing_19.jpg,crazing,92.0,5.0,135.0,116.0,43.0,111.0,4773.0,0.38738738738738737
crazing_190.xml,crazing_190.jpg,crazing,1.0,45.0,127.0,147.0,126.0,102.0,12852.0,1.2352941176470589
crazing_190.xml,crazing_190.jpg,crazing,18.0,95.0,182.0,157.0,164.0,62.0,10168.0,2.6451612903225805
crazing_190.xml,crazing_190.jpg,crazing,1.0,6.0,147.0,65.0,146.0,59.0,8614.0,2.4745762711864407
crazing_190.xml,crazing_190.jpg,crazing,54.0,1.0,177.0,37.0,123.0,36.0,4428.0,3.4166666666666665
crazing_191.xml,crazing_191.jpg,crazing,8.0,22.0,169.0,62.0,161.0,40.0,6440.0,4.025
crazing_191.xml,crazing_191.jpg,crazing,26.0,76.0,198.0,133.0,172.0,57.0,9804.0,3.017543859649123
