xml_filename,image_filename,defect_index,defect_class,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,defect_area_px,bbox_area_px,area_ratio,bbox_fill_ratio,perimeter,length_px,width_px,aspect_ratio,circularity,compactness,eccentricity,orientation,solidity,extent,equivalent_diameter,connected_components_count,mean_intensity,std_intensity,skewness,kurtosis,min_intensity,max_intensity,intensity_range,local_contrast,glcm_contrast,glcm_correlation,glcm_energy,glcm_homogeneity,lbp_mean,lbp_std
crazing_103.xml,crazing_103.jpg,0,crazing,1.0,18.0,130.0,99.0,5713.0,10449.0,0.142825,0.5467508852521772,1228.9259668588638,129.0,81.0,1.5925925925925926,0.047536001306882805,264.3548104358469,0.7051970054267742,0.16667234755228974,0.7311382468382033,0.5467508852521772,85.28785094649756,12.0,181.2958221435547,20.65545082092285,0.46339938044548035,0.2480461597442627,112.0,255.0,143.0,0.13304053860751647,7.623459580628857,0.7602812879291004,0.09011822228967378,0.36804548088912326,4.840889200070015,3.1347688071024926
crazing_103.xml,crazing_103.jpg,1,crazing,126.0,29.0,198.0,130.0,4480.0,7272.0,0.112,0.6160616061606161,529.3797234296799,101.0,72.0,1.4027777777777777,0.20088766582171294,62.55421687019739,0.849997017182701,0.056871496484733705,0.7688654353562006,0.6160616061606161,75.52557951061037,6.0,108.56428527832031,17.213844299316406,-0.2666032910346985,0.1738593578338623,50.0,159.0,109.0,0.1582081891819656,7.623459580628857,0.7602812879291004,0.09011822228967378,0.36804548088912326,5.035491071428571,2.9623891223842085
crazing_103.xml,crazing_103.jpg,2,crazing,1.0,107.0,86.0,191.0,3324.0,7140.0,0.0831,0.46554621848739497,842.3330405950546,85.0,84.0,1.0119047619047619,0.05887124314216994,213.45515983095967,0.7470935526743427,0.9151260335555371,0.7110615770409585,0.46554621848739497,65.05573185123414,18.0,125.0409164428711,16.666912078857422,-0.34920734167099,0.3747830390930176,60.0,176.0,116.0,0.07934027532503178,7.623459580628857,0.7602812879291004,0.09011822228967378,0.36804548088912326,5.153128760529483,2.932301611010259
crazing_104.xml,crazing_104.jpg,0,crazing,4.0,4.0,110.0,136.0,6198.0,13992.0,0.15495,0.442967409948542,890.1320303678513,132.0,106.0,1.2452830188679245,0.09829978730291236,127.83721063033128,0.8997217083278459,0.05855712351447476,0.7475522625033078,0.442967409948542,88.83433288019074,9.0,136.8746337890625,17.739126205444336,0.5515208840370178,0.45859646797180176,87.0,225.0,138.0,0.22511122533370673,3.8669066547262942,0.8856406440475283,0.1056636594621182,0.47604425491833036,4.884801548886737,3.1061604961327385
crazing_104.xml,crazing_104.jpg,1,crazing,142.0,10.0,197.0,56.0,1411.0,2530.0,0.035275,0.5577075098814229,228.87005722522736,55.0,46.0,1.1956521739130435,0.3385001935692335,37.123673348177775,0.631933735621596,-0.02373245457869386,0.7546245919477693,0.5577075098814229,42.38562253431362,3.0,48.432315826416016,8.682129859924316,-0.07915858179330826,-0.10484170913696289,21.0,74.0,53.0,0.3295633782531249,3.8669066547262942,0.8856406440475283,0.1056636594621182,0.47604425491833036,5.155917788802268,3.012106223645759
crazing_104.xml,crazing_104.jpg,2,crazing,137.0,42.0,199.0,116.0,2072.0,4588.0,0.0518,0.45161290322580644,325.0538227558136,74.0,62.0,1.1935483870967742,0.24642743655996058,50.99420255220458,0.891417137900295,0.056634539464493025,0.7126640652713728,0.45161290322580644,51.36294711843604,3.0,45.86631393432617,10.05885124206543,-0.1248340830206871,-0.18046212196350098,13.0,80.0,67.0,0.35799195448823734,3.8669066547262942,0.8856406440475283,0.1056636594621182,0.47604425491833036,5.085424710424711,2.9720285301624916
crazing_104.xml,crazing_104.jpg,3,patches,78.0,169.0,118.0,200.0,564.0,1240.0,0.0141,0.45483870967741935,131.94112479686737,40.0,31.0,1.2903225806451613,0.40712578013753187,30.866064561458387,0.9012796053210413,0.8398908644427708,0.753004005340454,0.45483870967741935,26.797520467958073,1.0,46.24645233154297,17.158353805541992,0.6623727083206177,0.13233423233032227,15.0,112.0,97.0,0.3454269303410972,3.8669066547262942,0.8856406440475283,0.1056636594621182,0.47604425491833036,4.74113475177305,2.323258012006544
crazing_105.xml,crazing_105.jpg,0,crazing,4.0,3.0,113.0,134.0,7682.0,14279.0,0.19205,0.5379928566426221,1695.5361379384995,131.0,109.0,1.201834862385321,0.03357917839039501,374.2310329413437,0.9105808762974326,0.1326836958216596,0.6416403017765879,0.5379928566426221,98.89907068651111,27.0,118.71882629394531,15.503326416015625,-0.28030598163604736,0.4261360168457031,56.0,180.0,124.0,0.06553101465944011,6.514768225859617,0.5744919151378299,0.11705442999527879,0.3843106224158709,5.158552460296797,2.9636099611789812
crazing_105.xml,crazing_105.jpg,1,crazing,133.0,1.0,197.0,149.0,4538.0,9472.0,0.11345,0.47909628378378377,934.7594470977783,148.0,64.0,2.3125,0.06526414149272419,192.54632523987314,0.9515468407849849,0.004705523061603463,0.6187572590011614,0.47909628378378377,76.01290057620594,10.0,156.20779418945312,18.00493812561035,0.39769676327705383,0.14408087730407715,100.0,237.0,137.0,0.09502830327279974,6.514768225859617,0.5744919151378299,0.11705442999527879,0.3843106224158709,4.825694138386955,3.129957471492287
crazing_105.xml,crazing_105.jpg,2,crazing,59.0,1.0,197.0,45.0,2992.0,6072.0,0.0748,0.4927536231884058,849.5462441444397,138.0,44.0,3.1363636363636362,0.05209516342883073,241.21952571521524,0.8653759951260883,1.4175471206856507,0.6337470293108001,0.4927536231884058,61.72141215046531,9.0,153.74365234375,16.986059188842773,0.4276965856552124,0.24239182472229004,101.0,217.0,116.0,0.082048962670886,6.514768225859617,0.5744919151378299,0.11705442999527879,0.3843106224158709,4.8282085561497325,3.1741824496843294
crazing_105.xml,crazing_105.jpg,3,inclusion,5.0,91.0,121.0,125.0,2056.0,3944.0,0.0514,0.5212981744421906,596.1492750644684,116.0,34.0,3.411764705882353,0.07269807882186527,172.8569835408031,0.8446190806010256,-1.4688553277548042,0.6921358355674709,0.5212981744421906,51.164250253233405,7.0,118.97762298583984,15.963706970214844,-0.36803314089775085,0.6872146129608154,56.0,170.0,114.0,0.055224267109951236,6.514768225859617,0.5744919151378299,0.11705442999527879,0.3843106224158709,5.180933852140078,2.9676180860369947
crazing_106.xml,crazing_106.jpg,0,crazing,1.0,24.0,127.0,101.0,4313.0,9702.0,0.107825,0.4445475159760874,977.7716393470764,126.0,77.0,1.6363636363636365,0.056691043328012204,221.66412675897735,0.6875486538771893,0.8701300055800124,0.6192883531013027,0.4445475159760874,74.10453532978097,14.0,120.7138900756836,15.031729698181152,0.7870053052902222,1.079397201538086,83.0,193.0,110.0,0.15825949637320347,3.5148775150160825,0.8587365813200016,0.11764372294588712,0.48761493062444106,4.822397403199629,3.140793737699263
crazing_106.xml,crazing_106.jpg,1,crazing,16.0,120.0,189.0,156.0,2543.0,6228.0,0.063575,0.4083172768143866,295.5979789495468,173.0,36.0,4.805555555555555,0.3657238672172222,34.36026942943638,0.8835288365554944,1.4738225742116706,0.9019891500904159,0.4083172768143866,56.90209277576282,4.0,60.04325485229492,13.094640731811523,-0.09022178500890732,0.33393001556396484,11.0,103.0,92.0,0.21740885765580378,3.5148775150160825,0.8587365813200016,0.11764372294588712,0.48761493062444106,5.088478175383406,3.1323595155567117
crazing_106.xml,crazing_106.jpg,2,crazing,113.0,152.0,177.0,188.0,1677.0,2304.0,0.041925,0.7278645833333334,191.2132030725479,64.0,36.0,1.7777777777777777,0.5763777051232354,21.802319039513087,0.693401772654248,-1.5155827989989998,0.9184008762322016,0.7278645833333334,46.208470181568096,1.0,62.94335174560547,11.447623252868652,-0.22354739904403687,0.39987778663635254,21.0,98.0,77.0,0.19026551278273832,3.5148775150160825,0.8587365813200016,0.11764372294588712,0.48761493062444106,5.070960047704234,3.0427833578982715
crazing_107.xml,crazing_107.jpg,0,crazing,112.0,46.0,199.0,138.0,5076.0,8004.0,0.1269,0.6341829085457271,544.5096664428711,92.0,87.0,1.0574712643678161,0.21513956662070768,58.41031852831496,0.7602037257014035,0.06946411520297481,0.8353888317917095,0.6341829085457271,80.39256140387421,7.0,108.75689697265625,16.936445236206055,-0.4508266746997833,0.5324077606201172,47.0,172.0,125.0,0.10746100201280136,6.367627010382199,0.6261932233444503,0.11316598559605412,0.390520079976573,5.038416075650118,2.984445784416233
crazing_107.xml,crazing_107.jpg,1,crazing,2.0,1.0,105.0,79.0,3810.0,8034.0,0.09525,0.47423450336071693,964.3574259281158,103.0,78.0,1.3205128205128205,0.05148239964136024,244.0906154705253,0.687378942914853,-0.9344592337434235,0.5784114052953157,0.47423450336071693,69.64942688522979,11.0,157.14173889160156,17.117238998413086,0.4652355909347534,0.6582868099212646,105.0,255.0,150.0,0.09859687408275276,6.367627010382199,0.6261932233444503,0.11316598559605412,0.390520079976573,4.831496062992126,3.157951280811541
crazing_107.xml,crazing_107.jpg,2,crazing,11.0,146.0,127.0,199.0,3059.0,6148.0,0.076475,0.4975601821730644,686.048770070076,116.0,53.0,2.188679245283019,0.08167316032599332,153.86169170142662,0.8339773347435854,-1.3618948504098451,0.655401809473124,0.4975601821730644,62.40865138219911,8.0,148.64891052246094,17.08367347717285,0.34242767095565796,0.24447393417358398,91.0,225.0,134.0,0.06611458866893306,6.367627010382199,0.6261932233444503,0.11316598559605412,0.390520079976573,4.861719516181759,3.125180994057434
crazing_108.xml,crazing_108.jpg,0,crazing,3.0,21.0,69.0,149.0,4151.0,8448.0,0.103775,0.4913589015151515,1062.0142800807953,128.0,66.0,1.9393939393939394,0.04624895077587041,271.7114746074512,0.849041725490385,0.1748778027924701,0.7254217568353694,0.4913589015151515,72.6995003435076,15.0,159.3365478515625,17.265012741088867,0.46973589062690735,0.8312716484069824,104.0,255.0,151.0,0.13406065883497614,5.827784139979159,0.703951192747837,0.10968132492322066,0.4056584395786356,4.814502529510961,3.156985003395722
crazing_108.xml,crazing_108.jpg,1,crazing,90.0,115.0,198.0,193.0,5372.0,8424.0,0.1343,0.637701804368471,535.4802284240723,108.0,78.0,1.3846153846153846,0.2354284742410695,53.37659624592267,0.31956686732593326,-0.9539294180996253,0.8042553191489362,0.637701804368471,82.70334234066537,5.0,103.68205261230469,16.745637893676758,-0.3008168935775757,0.11564469337463379,48.0,168.0,120.0,0.10869767536121357,5.827784139979159,0.703951192747837,0.10968132492322066,0.4056584395786356,5.061057334326136,2.9957767864811626
crazing_109.xml,crazing_109.jpg,0,crazing,77.0,1.0,199.0,42.0,2162.0,5002.0,0.05405,0.43222710915633744,678.3919159173965,122.0,41.0,2.975609756097561,0.05903427386031799,212.8656760324126,0.675689447731454,1.503015976138148,0.6381475667189953,0.43222710915633744,52.46659790492825,10.0,156.8311767578125,16.43994140625,0.4018421769142151,0.22884607315063477,109.0,217.0,108.0,0.07938584962261201,6.711165718817988,0.5542107674901187,0.11719909197744938,0.37924775155952983,4.788621646623497,3.1738408179522466
crazing_109.xml,crazing_109.jpg,1,crazing,39.0,38.0,198.0,87.0,3729.0,7791.0,0.093225,0.47862918752406625,845.5462435483932,159.0,49.0,3.2448979591836733,0.0655431815011767,191.72658889214233,0.5079533855811605,-1.301901562884613,0.7226408324363115,0.47862918752406625,68.90508154205627,10.0,153.45936584472656,17.38177490234375,0.46906381845474243,0.2845158576965332,101.0,221.0,120.0,0.07100210518715623,6.711165718817988,0.5542107674901187,0.11719909197744938,0.37924775155952983,4.84687583802628,3.1495983008250756
crazing_109.xml,crazing_109.jpg,2,crazing,32.0,88.0,145.0,131.0,2583.0,4859.0,0.064575,0.5315908623173492,725.1614675521851,113.0,43.0,2.627906976744186,0.06172553058856649,203.58465118948462,0.7449068774800274,1.414900175372776,0.652158273381295,0.5315908623173492,57.347866081057674,8.0,119.17615509033203,16.345558166503906,-0.31886136531829834,0.7362842559814453,58.0,180.0,122.0,0.06630366813357022,6.711165718817988,0.5542107674901187,0.11719909197744938,0.37924775155952983,5.126984126984127,2.9577191674955388
crazing_11.xml,crazing_11.jpg,0,crazing,20.0,68.0,112.0,111.0,1975.0,3956.0,0.049375,0.49924165824064715,457.6223636865616,92.0,43.0,2.13953488372093,0.118512042769517,106.03454569421551,0.9291838906457994,-1.5266795070401895,0.5746156165209527,0.49924165824064715,50.14626706796774,4.0,137.6253204345703,18.042240142822266,-0.06011132895946503,0.19383692741394043,79.0,199.0,120.0,0.08679121032997485,9.301335924407512,0.5626897076881918,0.09935372302226698,0.33760533891449174,5.110379746835443,2.8752930254801194
crazing_11.xml,crazing_11.jpg,1,crazing,85.0,12.0,193.0,70.0,3308.0,6264.0,0.0827,0.5280970625798213,992.842707157135,108.0,58.0,1.8620689655172413,0.04217105488093452,297.9856835414476,0.8591333209551802,-0.07791066100187137,0.648910411622276,0.5280970625798213,64.89897082376514,11.0,141.24244689941406,17.876707077026367,-0.06237432360649109,0.30104541778564453,82.0,220.0,138.0,0.07579507484226104,9.301335924407512,0.5626897076881918,0.09935372302226698,0.33760533891449174,5.158101571946796,2.8484659779273938
crazing_11.xml,crazing_11.jpg,2,crazing,62.0,134.0,142.0,184.0,2479.0,4000.0,0.061975,0.61975,429.2375878095627,80.0,50.0,1.6,0.16907947848319366,74.3222697815942,0.49759299481497027,-1.162072826471212,0.7253057384760113,0.61975,56.18149901345165,5.0,139.53408813476562,23.415973663330078,-0.5039388537406921,0.5684731006622314,50.0,212.0,162.0,0.08063488782461085,9.301335924407512,0.5626897076881918,0.09935372302226698,0.33760533891449174,4.977006857603873,2.824408778830147
crazing_110.xml,crazing_110.jpg,0,crazing,105.0,18.0,193.0,75.0,3541.0,5016.0,0.088525,0.7059409888357256,272.2842708826065,88.0,57.0,1.543859649122807,0.6001926637335905,20.93722794975223,0.3910005440668957,1.5020677851981747,0.9547425474254743,0.7059409888357256,67.14567169898005,3.0,58.41315841674805,13.900568008422852,-0.585568904876709,0.5325984954833984,9.0,99.0,90.0,0.23027884929529086,3.645876891041729,0.872862638424998,0.11191233624294877,0.4790219480428492,5.07709686529229,3.0329989947149008
crazing_110.xml,crazing_110.jpg,1,crazing,1.0,16.0,89.0,79.0,2679.0,5544.0,0.066975,0.4832251082251082,639.6639939546585,88.0,63.0,1.3968253968253967,0.0822770604042592,152.73237221426854,0.7882683653097965,-0.7531851398513896,0.6973012399708242,0.4832251082251082,58.40384182864601,9.0,126.72750854492188,14.239027976989746,0.3938753604888916,0.4509263038635254,78.0,184.0,106.0,0.1822656886831583,3.645876891041729,0.872862638424998,0.11191233624294877,0.4790219480428492,4.971631205673759,3.204481043415262
crazing_111.xml,crazing_111.jpg,0,crazing,37.0,28.0,167.0,109.0,7000.0,10530.0,0.175,0.6647673314339981,470.12489008903503,130.0,81.0,1.6049382716049383,0.3979984807196375,31.573916040175323,0.6282365489004493,1.3162868364616187,0.849501580354972,0.6647673314339981,94.40697438826297,2.0,103.33171081542969,16.5097713470459,0.8005651235580444,1.060375690460205,62.0,194.0,132.0,0.0896816461787911,3.8007342246508853,0.8594318756845378,0.11202854210389086,0.4729302351008121,4.966285714285714,3.094512272407662
crazing_111.xml,crazing_111.jpg,1,crazing,119.0,12.0,199.0,126.0,5342.0,9120.0,0.13355,0.5857456140350877,670.3502857685089,114.0,80.0,1.425,0.1493860864630883,84.12008716396885,0.8721262379436023,0.0569106351662408,0.7222760625778762,0.5857456140350877,82.47209011523377,6.0,53.279109954833984,12.285682678222656,-0.271554172039032,0.007399559020996094,12.0,95.0,83.0,0.28064764172821854,3.8007342246508853,0.8594318756845378,0.11202854210389086,0.4729302351008121,5.115874204417821,2.9606578527251823
crazing_112.xml,crazing_112.jpg,0,crazing,14.0,44.0,123.0,106.0,2945.0,6758.0,0.073625,0.43577981651376146,445.1959580183029,109.0,62.0,1.7580645161290323,0.18672081649613084,67.30031953678592,0.4882928955709304,0.8753822986143242,0.7999424294761083,0.43577981651376146,61.23471612774125,8.0,121.63361358642578,14.878039360046387,0.36765915155410767,-0.08724260330200195,82.0,172.0,90.0,0.19069773520936575,3.6147657295192444,0.8809748451636634,0.11253846994966772,0.4857193736304116,4.894057724957555,3.092405177648286
crazing_112.xml,crazing_112.jpg,1,crazing,3.0,119.0,138.0,182.0,3768.0,8505.0,0.0942,0.44303350970017635,647.7644994258881,135.0,63.0,2.142857142857143,0.1128460786902507,111.35850496721638,0.6565280504749679,1.0653191035790832,0.6891495601173021,0.44303350970017635,69.26446855756632,5.0,118.81395721435547,18.383554458618164,1.0174181461334229,2.138730525970459,78.0,229.0,151.0,0.18284608503471955,3.6147657295192444,0.8809748451636634,0.11253846994966772,0.4857193736304116,4.833067940552017,3.100921021603195
crazing_112.xml,crazing_112.jpg,2,patches,124.0,34.0,165.0,112.0,1434.0,3198.0,0.03585,0.44840525328330205,347.5807338953018,78.0,41.0,1.9024390243902438,0.14915836823521578,84.24851225606459,0.9035811962927038,-0.7435605905483558,0.6706586826347305,0.44840525328330205,42.72967946463235,3.0,42.33751678466797,14.007086753845215,-0.17270907759666443,-0.7370734214782715,7.0,80.0,73.0,0.346064458561377,3.6147657295192444,0.8809748451636634,0.11253846994966772,0.4857193736304116,4.9344490934449095,2.6948266744428255
crazing_113.xml,crazing_113.jpg,0,crazing,23.0,134.0,123.0,186.0,2817.0,5200.0,0.070425,0.5417307692307692,611.6639937162399,100.0,52.0,1.9230769230769231,0.094617371482992,132.81251019130295,0.6590040868071992,-0.13537400952706544,0.8680516563728242,0.5417307692307692,59.8891959999377,10.0,167.2495574951172,18.589521408081055,0.4961875379085541,0.5978729724884033,113.0,255.0,142.0,0.07887895822396317,7.4698459943792015,0.6789263139180614,0.10076499370832284,0.36843509348161335,4.870074547390841,3.14801396696786
crazing_113.xml,crazing_113.jpg,1,crazing,1.0,48.0,162.0,116.0,4388.0,10948.0,0.1097,0.4008037997807819,937.6883790493011,161.0,68.0,2.3676470588235294,0.06271326553066639,200.37818965453644,0.6224053373400468,0.12377184510942124,0.8497652582159625,0.4008037997807819,74.74607094889934,18.0,169.93414306640625,21.721323013305664,0.7435551285743713,0.8116946220397949,106.0,255.0,149.0,0.09170717304524906,7.4698459943792015,0.6789263139180614,0.10076499370832284,0.36843509348161335,4.863719234275297,3.1221889490642964
crazing_114.xml,crazing_114.jpg,0,crazing,41.0,139.0,169.0,188.0,2996.0,6272.0,0.0749,0.47767857142857145,703.0193319320679,128.0,49.0,2.6122448979591835,0.07617581998771494,164.9653474867193,0.7535765716101483,-0.12668220786112122,0.8433806146572104,0.47767857142857145,61.762655998803574,8.0,115.67923736572266,16.586009979248047,-0.7383495569229126,1.6954011917114258,35.0,165.0,130.0,0.08582999346823708,7.043035680047225,0.6529609344072949,0.10636853903078214,0.3747151961437297,5.124165554072096,2.9578599333203583
crazing_114.xml,crazing_114.jpg,1,crazing,5.0,52.0,46.0,198.0,2717.0,5986.0,0.067925,0.45389241563648514,641.379723072052,146.0,41.0,3.5609756097560976,0.08299827205369285,151.40520764371811,0.9710223816230775,0.1525532354835345,0.5538698328935796,0.45389241563648514,58.81659496303265,8.0,155.0408477783203,18.684925079345703,0.504177451133728,0.6040458679199219,105.0,247.0,142.0,0.071423566451651,7.043035680047225,0.6529609344072949,0.10636853903078214,0.3747151961437297,4.761133603238866,3.135744727749439
crazing_114.xml,crazing_114.jpg,2,crazing,2.0,16.0,94.0,91.0,3612.0,6900.0,0.0903,0.5234782608695652,958.1147854328156,92.0,75.0,1.2266666666666666,0.04944501595198152,254.14837820181899,0.7374110517659739,1.1133284258571816,0.5532806706432372,0.5234782608695652,67.81549406723664,9.0,171.28184509277344,18.002729415893555,0.3867703676223755,0.289919376373291,113.0,252.0,139.0,0.12859401599579173,7.043035680047225,0.6529609344072949,0.10636853903078214,0.3747151961437297,4.849944629014397,3.151520137559566
crazing_115.xml,crazing_115.jpg,0,crazing,9.0,25.0,187.0,74.0,4715.0,8722.0,0.117875,0.540587021325384,994.9015823602676,178.0,49.0,3.63265306122449,0.05985925645141248,209.9319530398652,0.9065066172723812,1.4427099778055092,0.6016092814371258,0.540587021325384,77.48112320705148,7.0,118.52577209472656,16.4671573638916,-0.41206982731819153,1.1305360794067383,39.0,178.0,139.0,0.07879670721356374,6.945229368060803,0.5195744837857084,0.11790162606409774,0.3769759441844701,5.108589607635206,2.968280603197642
crazing_115.xml,crazing_115.jpg,1,crazing,24.0,79.0,109.0,135.0,2739.0,4760.0,0.068475,0.5754201680672268,611.9066348075867,85.0,56.0,1.5178571428571428,0.09192456255630824,136.70307766394495,0.3275194546393327,1.4057050035392478,0.6985515992757997,0.5754201680672268,59.05423873888826,6.0,152.50930786132812,18.026111602783203,0.5571902990341187,0.5288960933685303,104.0,239.0,135.0,0.060055624323800044,6.945229368060803,0.5195744837857084,0.11790162606409774,0.3769759441844701,4.853961299744432,3.1525405715799093
crazing_115.xml,crazing_115.jpg,2,crazing,97.0,45.0,192.0,141.0,4369.0,9120.0,0.109225,0.47905701754385965,1038.3157968521118,96.0,95.0,1.0105263157894737,0.0509252284552733,246.76120256183015,0.8720882405991898,1.3313996441690101,0.536880813324681,0.47905701754385965,74.58407049060762,13.0,119.09475708007812,16.557830810546875,-0.7125716805458069,1.6673579216003418,39.0,167.0,128.0,0.07546065164023534,6.945229368060803,0.5195744837857084,0.11790162606409774,0.3769759441844701,5.128862439917602,2.923627337094937
crazing_116.xml,crazing_116.jpg,0,crazing,121.0,13.0,174.0,69.0,1996.0,2968.0,0.0499,0.6725067385444744,242.42640614509583,56.0,53.0,1.0566037735849056,0.42678638290154997,29.444169537288055,0.6061146451507508,-0.09414492258260541,0.8934646374216652,0.6725067385444744,50.41216253337467,1.0,54.08967971801758,11.735712051391602,-0.6863698959350586,0.7717573642730713,10.0,89.0,79.0,0.2546765426128505,3.5741752578713077,0.8806459807712486,0.11053445386017746,0.48137774485101104,5.063627254509018,2.9157267695255213
